company,esg_rating,stock_name
Sotera Health Co.,32.2,NAS:SHC
"Sotetsu Holdings, Inc.",48.2,TKS:9003
"Soulbrain Co., Ltd.",22.0,KRX:357780
"Soulbrain Holdings Co., Ltd.",35.8,KRX:036830
"SoundThinking, Inc.",23.5,NAS:SSTI
Sourcenext Corp.,26.3,TKS:4344
South Coast British Columbia Transportation Authority,15.9,-
South Indian Bank Ltd.,32.6,BOM:532218
"South Jersey Industries, Inc.",34.6,-
"South Plains Financial, Inc. (Texas)",32.9,NAS:SPFI
South State Corp.,27.5,NYS:SSB
South32 Ltd.,23.9,ASX:S32
Southern California Gas Co.,27.1,-
Southern Copper Corp.,27.5,NYS:SCCO
Southern Cross Media Group Ltd.,13.0,ASX:SXL
Southern Electric Power Distribution Plc,29.9,-
"Southern First Bancshares, Inc.",31.1,NAS:SFST
Southern Gas Networks Plc,30.1,-
Southern Housing Group Ltd.,16.5,-
"Southern Missouri Bancorp, Inc.",27.2,NAS:SMBC
Southern Natural Gas Co. LLC,33.2,-
Southern Power Co.,38.5,-
Southern Province Cement Co.,43.1,SAU:3050
Southern Water Services Ltd.,27.6,-
"Southside Bancshares, Inc.",24.2,NAS:SBSI
Southwest Airlines Co.,30.6,NYS:LUV
Southwest Gas Corp.,32.1,-
"Southwest Gas Holdings, Inc.",33.4,NYS:SWX
"Southwest Securities Co., Ltd.",34.9,SHG:600369
Southwestern Electric Power Co.,46.9,-
Southwestern Energy Co.,45.6,NYS:SWN
Southwestern Public Service Co.,29.9,-
Sovcomflot OJSC,44.0,MIC:FLOT
Sovereign Housing Capital Plc,16.6,-
"Sovos Brands, Inc.",45.3,NAS:SOVO
SP Distribution Plc,23.1,-
SP Group Treasury Pte Ltd.,27.9,-
SP Manweb Plc,31.2,-
SP Plus Corp.,22.6,NAS:SP
SP PowerAssets Ltd.,43.0,-
SP Transmission Plc,39.0,-
Spandana Sphoorty Financial Ltd.,18.5,BOM:542759
"Spanish Broadcasting System, Inc.",18.9,OTC:SBSAA
Spar Group Ltd.,18.6,JSE:SPP
Spar Nord Bank A/S,16.2,CSE:SPNO
SpareBank 1 Boligkreditt AS,20.8,-
SpareBank 1 Nord-Norge,19.9,OSL:NONG
Sparebank 1 Østlandet,9.2,OSL:SPOL
SpareBank 1 SMN,20.1,OSL:MING
SpareBank 1 Sorost-Norge,20.2,OSL:SOON
SpareBank 1 SR-Bank ASA,16.2,OSL:SRBNK
Sparebanken Møre,21.1,OSL:MORG
Sparebanken Sør AS,10.8,OSL:SOR
Sparebanken Vest,14.7,OSL:SVEG
Spark New Zealand Ltd.,24.1,NZE:SPK
Sparkasse KölnBonn,34.7,-
Spartan Delta Corp.,53.5,TSE:SDE
SpartanNash Co.,18.6,NAS:SPTN
"SPARX Group Co., Ltd.",28.9,TKS:8739
"SPC SAMLIP CO., LTD.",50.2,KRX:005610
SPCG Public Co. Ltd.,21.9,BKK:SPCG
Spectris Plc,10.0,LON:SXS
"Spectrum Brands Holdings, Inc.",31.7,NYS:SPB
Speed Tech Corp.,12.0,ROCO:5457
Speedy Hire Plc,21.6,LON:SDY
Sphere Entertainment Co.,20.5,NYS:SPHR
"SPIC Industry-Finance Holdings Co., Ltd.",58.3,SHE:000958
SPIE SA,9.7,PAR:SPIE
Spin Master Corp.,10.2,TSE:TOY
Spirax-Sarco Engineering Plc,18.8,LON:SPX
"Spire Global, Inc.",22.7,NYS:SPIR
Spire Healthcare Group Plc,28.5,LON:SPI
Spire Inc.,29.8,NYS:SR
Spirent Communications Plc,14.0,LON:SPT
"Spirit AeroSystems Holdings, Inc.",32.6,NYS:SPR
"Spirit Airlines, Inc.",35.9,NYS:SAVE
"Spirit Realty Capital, Inc.",16.2,NYS:SRC
"Splunk, Inc.",21.8,NAS:SPLK
Sport Group Holding GmbH,12.7,-
Sporton International Inc.,21.7,ROCO:6146
Sports Toto Bhd.,22.3,KLS:1562
"Sportsman's Warehouse Holdings, Inc.",19.1,NAS:SPWH
Spotify Technology SA,21.7,NYS:SPOT
SPP - distribúcia as,34.4,-
"Spring Airlines Co., Ltd.",38.2,SHG:601021
"Springworks Therapeutics, Inc.",32.0,NAS:SWTX
"Sprinklr, Inc.",24.3,NYS:CXM
"Sprott, Inc.",29.8,TSE:SII
"Sprout Social, Inc.",20.1,NAS:SPT
"Sprouts Farmers Market, Inc.",18.2,NAS:SFM
"SPS Commerce, Inc.",22.4,NAS:SPSC
"SPX Technologies, Inc.",21.0,NYS:SPXC
"Square Enix Holdings Co., Ltd.",19.7,TKS:9684
"Squarespace, Inc.",23.9,NYS:SQSP
"SRA Holdings, Inc.",24.8,TKS:3817
SRE Holdings Corp.,24.5,TKS:2980
SRF Ltd.,38.3,BOM:503806
Sri Trang Agro-Industry Public Co. Ltd.,20.4,BKK:STA
Sri Trang Gloves (Thailand) Public Co. Ltd.,13.5,BKK:STGT
"Srisawad Capital 1969 Public Co., Ltd.",28.8,BKK:SCAP
Srisawad Corp. Public Co. Ltd.,25.0,BKK:SAWAD
"SS&C Technologies Holdings, Inc.",22.2,NAS:SSNC
SSAB AB,23.3,OME:SSAB.B
"SSANGYONGC&E.Co., Ltd.",31.4,KRX:003410
SSE Plc,20.4,LON:SSE
"SSL Finance, Inc.",36.0,-
SSM Health Care Corp.,33.8,-
SSP Group Plc,27.3,LON:SSPG
"SSR Mining, Inc.",30.0,TSE:SSRM
SSY Group Ltd.,33.1,HKG:2005
"ST Pharm Co., Ltd.",20.1,KRX:237690
St. Galler Kantonalbank AG,26.1,SWX:SGKN
St. James's Place Plc,18.6,LON:STJ
St. Joseph's Health Care London,26.4,-
St. Joseph's Healthcare Foundation,26.7,-
"St.Shine Optical Co., Ltd.",14.1,ROCO:1565
STAAR Surgical Co.,11.5,NAS:STAA
Stabilus SE,26.5,ETR:STM
"Stack Infrastructure, Inc.",21.7,-
STADA Arzneimittel AG,18.4,-
Stadler Rail AG,22.3,SWX:SRAIL
"STAG Industrial, Inc.",13.8,NYS:STAG
Stagecoach Group Ltd.,18.7,-
"Stagwell, Inc.",19.6,NAS:STGW
Standard Bank Group Ltd.,18.4,JSE:SBK
Standard Chartered Bank Ltd.,27.4,-
Standard Chartered Plc,26.5,LON:STAN
Standard Foods Corp.,23.2,TAI:1227
"Standard Industries, Inc.",32.9,-
"Standard Motor Products, Inc.",14.8,NYS:SMP
Standex International Corp.,23.9,NYS:SXI
Stanford Health Care,32.3,-
Stanford University,14.5,-
"Stanley Black & Decker, Inc.",24.5,NYS:SWK
"Stanley Electric Co., Ltd.",23.3,TKS:6923
Stanmore Resources Ltd.,49.5,ASX:SMR
"Stantec, Inc.",14.9,TSE:STN
"Staples, Inc.",16.1,-
Star Asia Investment Corp.,16.9,TKS:3468
Star Bulk Carriers Corp.,21.3,NAS:SBLK
Star Energy Geothermal (Wayang Windu) Ltd.,17.3,-
Star Group LP,44.5,NYS:SGU
Star Health & Allied Insurance Co. Ltd.,32.1,BOM:543412
"Star Micronics Co., Ltd.",14.9,TKS:7718
Star Petroleum Refining Public Co. Ltd.,34.0,BKK:SPRC
Starbreeze AB,16.9,OME:STAR.B
Starbucks Corp.,23.7,NAS:SBUX
Starhill Global Real Estate Investment Trust,18.3,SES:P40U
StarHub Ltd.,26.8,SES:CC3
STARK Corp. Public Co. Ltd.,33.6,BKK:STARK
Starpharma Holdings Ltd.,31.6,ASX:SPL
StarPower Semiconductor Ltd.,28.4,SHG:603290
"Starts Corp., Inc.",22.7,TKS:8850
Starts Proceed Investment Corp.,22.8,TKS:8979
Starwood European Real Estate Finance Ltd.,35.1,LON:SWEF
"Starwood Property Trust, Inc.",9.0,NYS:STWD
"Starzen Co., Ltd.",42.0,TKS:8043
State Bank of India,26.8,BOM:500112
"State Development & Investment Corp., Ltd.",46.9,-
State Grid Corp. of China,37.2,-
"State Grid Information & Communication Co., Ltd.",43.7,SHG:600131
"State Power Investment Corp., Ltd.",41.6,-
State Street Corp.,24.1,NYS:STT
Statkraft AS,12.5,-
Statnett SF,20.9,-
"STCube, Inc.",34.1,KRX:052020
Steadfast Group Ltd. (Australia),22.8,ASX:SDF
Stedin Holding NV,21.2,-
Steel Authority of India Ltd.,37.4,BOM:500113
"Steel Dynamics, Inc.",32.5,NAS:STLD
"Steelcase, Inc.",5.3,NYS:SCS
STEF,17.6,PAR:STF
STEICO SE,25.3,ETR:ST5
Steinhoff International Holdings NV,23.9,-
"Stelco Holdings, Inc.",45.4,TSE:STLC
Stella Chemifa Corp.,42.1,TKS:4109
Stella International Holdings Ltd.,19.6,HKG:1836
"Stella-Jones, Inc.",27.2,TSE:SJ
Stellantis NV,23.4,MIL:STLAM
"Stellar Bancorp, Inc.",33.4,NYS:STEL
"Stem, Inc.",26.4,NYS:STEM
Stendörren Fastigheter AB,19.1,OME:STEF.B
Stepan Co.,29.0,NYS:SCL
"StepStone Group, Inc.",22.4,NAS:STEP
"Stericycle, Inc.",27.0,NAS:SRCL
STERIS Plc (Ireland),29.8,NYS:STE
"Sterling Bancorp, Inc. (Michigan)",33.3,NAS:SBT
Sterling Check Corp.,20.8,NAS:STER
"Sterling Infrastructure, Inc.",32.7,NAS:STRL
Sterlite Technologies Ltd.,25.8,BOM:532374
Steven Madden Ltd.,15.7,NAS:SHOO
Stewart Information Services Corp.,28.4,NYS:STC
SThree Plc,12.7,LON:STEM
Stifel Financial Corp.,27.1,NYS:SF
Stillfront Group AB,13.8,OME:SF
"Stitch Fix, Inc.",16.1,NAS:SFIX
STMicroelectronics NV,16.7,PAR:STMPA
"STO Express Co., Ltd.",27.7,SHE:002468
Sto SE & Co. KGaA,30.6,ETR:STO3
"Stock Yards Bancorp, Inc.",27.8,NAS:SYBT
Stockland,9.8,ASX:SGP
Stockland Trust Management Ltd.,5.8,-
Stockwik Förvaltning AB,12.1,OME:STWK
"Stoke Therapeutics, Inc.",25.2,NAS:STOK
Stolt-Nielsen Ltd.,21.4,OSL:SNI
StoneCo Ltd.,24.9,NAS:STNE
"Stoneridge, Inc.",22.9,NYS:SRI
"StoneX Group, Inc.",34.8,NAS:SNEX
Stora Enso Oyj,14.4,HEL:STERV
"StorageVault Canada, Inc.",24.8,TSE:SVI
STORE Capital Corp.,16.0,-
Storebrand ASA,20.0,OSL:STB
Storskogen Group AB,45.9,OME:STOR.B
STRABAG SE,33.8,WBO:STR
Stratasys Ltd.,22.0,NAS:SSYS
STRATEC SE,17.9,ETR:SBS
"Strategic Education, Inc.",16.4,NAS:STRA
Straumann Holding AG,22.3,SWX:STMN
Strauss Group Ltd.,24.9,TAE:STRS
STRAX AB,35.6,OME:STRAX
Stride Property Group,15.0,NZE:SPG
"Stride, Inc.",14.6,NYS:LRN
Strides Pharma Science Ltd.,36.8,BOM:532531
"STRIKE Co., Ltd.",34.9,TKS:6196
Strike Energy Ltd.,52.3,ASX:STX
Strix Group Plc,18.5,LON:KETL
Ströer SE & Co. KGaA,13.6,ETR:SAX
Stryker Corp.,24.6,NYS:SYK
STS Holding SA,34.5,-
"Studio Alice Co., Ltd.",20.1,TKS:2305
Studio City Co. Ltd.,21.7,-
Studio Dragon Corp.,17.3,KRX:253450
Studsvik AB,21.0,OME:SVIK
"Sturm, Ruger & Co., Inc.",33.4,NYS:RGR
STV Group Plc,14.5,LON:STVG
Subaru Corp.,30.4,TKS:7270
Subsea 7 SA,17.3,OSL:SUBC
Suburban Propane Partners LP,39.5,NYS:SPH
Südzucker AG,31.9,ETR:SZU
"Sugi Holdings Co., Ltd.",24.6,TKS:7649
Sulzer AG,20.2,SWX:SUN
SUMCO Corp.,30.2,TKS:3436
Sumida Corp.,23.6,TKS:6817
"Sumitomo Bakelite Co., Ltd.",28.4,TKS:4203
"Sumitomo Chemical Co., Ltd.",29.5,TKS:4005
Sumitomo Chemical India Ltd.,30.2,BOM:542920
Sumitomo Corp.,24.9,TKS:8053
Sumitomo Densetsu Co. Ltd.,31.0,TKS:1949
Sumitomo Electric Industries Ltd.,22.8,TKS:5802
"Sumitomo Forestry Co., Ltd.",15.0,TKS:1911
"Sumitomo Heavy Industries, Ltd.",27.3,TKS:6302
Sumitomo Metal Mining Co. Ltd.,36.7,TKS:5713
"Sumitomo Mitsui Construction Co., Ltd.",38.0,TKS:1821
"Sumitomo Mitsui Finance & Leasing Co., Ltd.",19.6,-
"Sumitomo Mitsui Financial Group, Inc.",21.4,TKS:8316
"Sumitomo Mitsui Trust Holdings, Inc.",21.1,TKS:8309
"Sumitomo Osaka Cement Co., Ltd.",34.2,TKS:5232
"Sumitomo Pharma Co., Ltd.",22.9,TKS:4506
"Sumitomo Realty & Development Co., Ltd.",23.9,TKS:8830
Sumitomo Riko Co. Ltd.,22.9,TKS:5191
"Sumitomo Rubber Industries, Ltd.",25.2,TKS:5110
"Sumitomo Seika Chemicals Co., Ltd.",38.7,TKS:4008
"Sumitomo Warehouse Co., Ltd.",23.9,TKS:9303
Summerset Group Holdings Ltd.,31.9,NZE:SUM
"Summit Financial Group, Inc. (West Virginia)",31.0,NAS:SMMF
"Summit Hotel Properties, Inc.",16.2,NYS:INN
"Summit Materials, Inc.",38.3,NYS:SUM
Summit Midstream Partners LP,37.1,NYS:SMLP
Summit Real Estate Holdings Ltd.,22.7,TAE:SMT
"Sumo Logic, Inc.",18.3,-
Sumou Real Estate Co.,26.2,SAU:4323
Sun Art Retail Group Ltd.,25.6,HKG:6808
"Sun Communities, Inc.",15.2,NYS:SUI
"Sun Country Airlines Holdings, Inc.",38.2,NAS:SNCY
"Sun Frontier Fudousan Co., Ltd.",22.8,TKS:8934
Sun Hung Kai & Co. Ltd.,24.5,HKG:86
Sun Hung Kai Properties Ltd.,12.5,HKG:16
Sun International Ltd.,28.1,JSE:SUI
Sun King Technology Group Ltd.,33.0,HKG:580
"SUN KWANG Co., Ltd.",30.9,KRX:003100
"Sun Life Financial, Inc.",13.8,TSE:SLF
Sun Pharma Advanced Research Co. Ltd.,41.2,BOM:532872
Sun Pharmaceutical Industries Ltd.,31.2,BOM:524715
Sun TV Network Ltd.,15.9,BOM:532733
Sunac China Holdings Ltd.,14.8,HKG:1918
Sunac Services Holdings Ltd.,12.2,HKG:1516
"SunCoke Energy, Inc.",38.4,NYS:SXC
"Suncor Energy, Inc.",37.6,TSE:SU
SUNCORP,17.5,TKS:6736
Suncorp Group Ltd.,20.6,ASX:SUN
Suncorp-Metway Ltd.,40.0,-
Sundaram Finance Ltd.,26.7,BOM:590071
Sundram Fasteners Ltd.,20.6,BOM:500403
"Sundrug Co., Ltd.",24.4,TKS:9989
SUNeVision Holdings Ltd.,24.3,HKG:1686
"Sunflower Pharmaceutical Group Co., Ltd.",34.1,SHE:002737
"SUNG KWANG BEND Co., Ltd.",38.7,KRX:014620
"Sungeel Hitech Co., Ltd.",30.5,KRX:365340
"Sungrow Power Supply Co., Ltd.",26.5,SHE:300274
"SUNGWOO HITECH Co., Ltd.",29.4,KRX:015750
"Suning Universal Co., Ltd.",24.4,SHE:000718
"Sunlight Financial Holdings, Inc.",26.1,-
Sunlight Real Estate Investment Trust,18.9,HKG:435
"Sunnova Energy International, Inc.",16.9,NYS:NOVA
Sunny Express Enterprises Corp.,18.7,-
"Sunny Friend Environmental Technology Co., Ltd.",23.1,TAI:8341
"Sunny Optical Technology (Group) Co., Ltd.",24.0,HKG:2382
Sunoco LP,47.6,NYS:SUN
"Sunonwealth Electric Machine Industry Co., Ltd.",24.7,TAI:2421
"SunOpta, Inc.",33.1,NAS:STKL
"Sunplus Technology Co., Ltd.",28.2,TAI:2401
SunPower Corp.,24.2,NAS:SPWR
"Sunresin New Materials Co., Ltd.",35.3,SHE:300487
"Sunrun, Inc.",21.6,NAS:RUN
"Sunshine Life Insurance Co., Ltd.",29.5,-
"Sunstone Hotel Investors, Inc.",15.4,NYS:SHO
"Suntak Technology Co., Ltd.",26.2,SHE:002815
Suntec Real Estate Investment Trust,16.0,SES:T82U
Sunteck Realty Ltd.,18.0,BOM:512179
Suntory Beverage & Food Ltd.,27.2,TKS:2587
Suntory Holdings Ltd.,21.1,-
Sunward Intelligent Equipment Co. Ltd.,35.3,SHE:002097
Sunway Bhd.,8.6,KLS:5211
Sunway Construction Group Bhd.,27.9,KLS:5263
Sunway Real Estate Investment Trust,12.7,KLS:5176
"Sunwoda Electronic Co., Ltd.",32.3,SHE:300207
"Suofeiya Home Collection Co., Ltd.",17.8,SHE:002572
"Supalai Public Co., Ltd.",17.8,BKK:SPALI
"SUPCON Technology Co., Ltd.",27.7,SHG:688777
Super Energy Corp. Public Co. Ltd.,24.2,BKK:SUPER
Super Group Ltd.,14.3,JSE:SPG
Super Hi International Holding Ltd.,36.1,HKG:9658
"Super Micro Computer, Inc.",19.5,NAS:SMCI
Super Retail Group Ltd.,10.6,ASX:SUL
Superdry Plc,13.2,LON:SDRY
"Superior Group of Cos., Inc.",15.7,NAS:SGC
"Superior Industries International, Inc.",19.9,NYS:SUP
Superior Plus Corp.,30.2,TSE:SPB
Superior Plus LP,47.4,-
Superloop Ltd.,31.7,ASX:SLC
Supermarket Income REIT Plc,16.2,LON:SUPR
Supermax Corp. Bhd.,18.2,KLS:7106
"Supernus Pharmaceuticals, Inc.",32.0,NAS:SUPN
"Suplet Power Co., Ltd.",28.9,SHE:300593
Suprajit Engineering Ltd.,21.0,BOM:532509
Supreme Electronics Co. Ltd.,12.3,TAI:8112
Supreme Industries Ltd.,22.0,BOM:509930
Supreme Petrochem Ltd.,24.8,BOM:500405
"Surge Energy, Inc.",46.6,TSE:SGY
"Surgery Partners, Inc.",38.9,NAS:SGRY
Surgical Science Sweden AB,31.9,OME:SUS
Surgutneftegas PJSC,57.7,MIC:SNGS
"Surmodics, Inc.",28.0,NAS:SRDX
Suruga Bank Ltd.,30.7,TKS:8358
Surya Roshni Ltd.,36.8,BOM:500336
SUSCO Public Co. Ltd.,46.7,BKK:SUSCO
SUSE SA,18.9,-
SÜSS MicroTec SE,14.2,ETR:SMHN
"Sutro Biopharma, Inc.",33.3,NAS:STRO
Sutter Health,34.4,-
Suven Life Sciences Ltd.,37.4,BOM:530239
Suven Pharmaceuticals Ltd.,13.2,BOM:543064
Suzano SA,18.1,BSP:SUZB3
"Suzhou Anjie Technology Co., Ltd.",27.4,SHE:002635
"Suzhou Dongshan Precision Manufacturing Co., Ltd.",31.3,SHE:002384
"Suzhou Gold Mantis Construction & Decoration Co., Ltd.",21.9,SHE:002081
"Suzhou Good-Ark Electronics Co., Ltd.",35.8,SHE:002079
"Suzhou Maxwell Technologies Co., Ltd.",37.9,SHE:300751
"Suzhou TFC Optical Communication Co., Ltd.",22.1,SHE:300394
Suzlon Energy Ltd.,28.1,BOM:532667
"Suzuken Co., Ltd.",18.1,TKS:9987
Suzuki Motor Corp.,25.3,TKS:7269
SVB Financial Group,31.3,OTC:SIVBQ
Svedbergs i Dalstorp AB,25.3,OME:SVED.B
Svenska Cellulosa AB SCA,17.6,OME:SCA.B
Svenska Handelsbanken AB,17.3,OME:SHB.A
Svolder AB,17.7,OME:SVOL.B
"Swancor Holding Co., Ltd.",31.4,TAI:3708
SWCC Corp.,25.8,TKS:5805
Sweco AB,27.2,OME:SWEC.B
Swedbank AB,23.4,OME:SWED.A
Swedbank Hypotek AB,10.4,-
Swedencare AB,24.5,OME:SECARE
Swedish Export Credit Corp.,7.3,-
Swedish Logistic Property AB,22.4,OME:SLP.B
Swedish Orphan Biovitrum AB,21.6,OME:SOBI
"Sweetgreen, Inc.",29.6,NYS:SG
Sweihan PV Power Co.,25.2,-
Swire Pacific Ltd.,38.7,HKG:19
Swire Properties Ltd.,10.8,HKG:1972
Swiss Life Holding AG,17.1,SWX:SLHN
Swiss Prime Site AG,13.1,SWX:SPSN
Swiss Re AG,15.9,SWX:SREN
Swisscom AG,16.0,SWX:SCMN
Swissquote Group Holding Ltd.,19.8,SWX:SQN
SWK Holdings Corp.,26.3,NAS:SWKH
Sword Group SE,22.2,PAR:SWP
SY Holdings Group Ltd.,28.3,HKG:6069
Syarikat Takaful Malaysia Keluarga Bhd.,28.8,KLS:6139
Sydbank A/S,20.2,CSE:SYDB
Sydney Airport Ltd.,8.0,-
Sylvamo Corp.,23.2,NYS:SLVM
Symphony Ltd.,24.6,BOM:517385
Symrise AG,18.8,ETR:SY1
SynAct Pharma AB,29.6,OME:SYNACT
"Synaptics, Inc.",24.7,NAS:SYNA
Synchrony Bank,26.3,-
Synchrony Financial,17.2,NYS:SYF
Syncmold Enterprise Corp.,20.8,TAI:1582
"Syndax Pharmaceuticals, Inc.",24.0,NAS:SNDX
"Syneos Health, Inc.",19.0,-
Synergie SA,12.4,PAR:SDG
"Synergy Grid & Development Philippines, Inc.",44.5,PHS:SGP
Syngene International Ltd.,15.0,BOM:539268
Syngenta AG,31.5,-
Synlab AG,17.1,ETR:SYAB
Synlait Milk Ltd.,24.8,NZE:SML
Synmosa Biopharma Corp.,30.5,ROCO:4114
Synnex Technology International Corp.,11.2,TAI:2347
"Synopsys, Inc.",14.5,NAS:SNPS
Synovus Financial Corp.,24.2,NYS:SNV
Synsam AB,15.8,OME:SYNSAM
Synthaverse SA,40.3,WAR:SVE
Synthomer Plc,27.3,LON:SYNT
Syrah Resources Ltd.,35.9,ASX:SYR
"Sysco Canada, Inc.",12.8,-
Sysco Corp.,15.9,NYS:SYY
Sysmex Corp.,24.7,TKS:6869
Systemair AB,25.0,OME:SYSR
Systems Ltd.,21.1,KAR:SYS
Systena Corp.,22.9,TKS:2317
Systex Corp.,18.6,TAI:6214
T-Gaia Corp.,14.5,TKS:3738
"T-Mobile US, Inc.",24.6,NAS:TMUS
"T. Hasegawa Co., Ltd.",38.3,TKS:4958
"T. Rowe Price Group, Inc.",18.9,NAS:TROW
T.K. Corp. (Korea),37.4,KRX:023160
"T&D Holdings, Inc.",28.2,TKS:8795
T3EX Global Holdings Corp.,22.5,TAI:2636
Ta Ann Holdings Bhd.,22.0,KLS:5012
"Ta Chen Stainless Pipe Co., Ltd.",37.6,TAI:2027
"Ta Ya Electric Wire & Cable Co., Ltd.",20.7,TAI:1609
"Ta-I Technology Co., Ltd.",35.7,TAI:2478
Tabcorp Holdings Ltd.,19.0,ASX:TAH
Taboola.com Ltd.,24.2,NAS:TBLA
Tabuk Cement Co.,43.3,SAU:3090
"Tachi-S Co., Ltd.",19.4,TKS:7239
"Tachibana Eletech Co., Ltd.",12.9,TKS:8159
"Tactile Systems Technology, Inc.",28.5,NAS:TCMD
TADANO Ltd.,33.0,TKS:6395
Tadiran Group Ltd.,12.8,TAE:TDRN
"Taekwang Industrial Co., Ltd.",31.3,KRX:003240
"TAEYOUNGEngineering & Construction Co.,Ltd.",37.0,KRX:009410
TAG Immobilien AG,6.9,ETR:TEG
"Taichung Commercial Bank Co., Ltd.",25.6,TAI:2812
TaiDoc Technology Corp.,29.7,TAI:4736
"TAIFLEX Scientific Co., Ltd.",21.7,TAI:8039
TaiGen Biopharmaceuticals Holdings Ltd.,29.2,ROCO:4157
"Taihan Electric Wire Co., Ltd.",28.8,KRX:001440
"Taihei Dengyo Kaisha, Ltd.",39.9,TKS:1968
Taiheiyo Cement Corp.,33.2,TKS:5233
"Taiho Kogyo Co., Ltd.",26.8,TKS:6470
Taiji Computer Corp. Ltd.,27.0,SHE:002368
Taikisha Ltd.,34.7,TKS:1979
"Taiko Pharmaceutical Co., Ltd.",40.7,TKS:4574
"TaiMed Biologics, Inc.",27.4,ROCO:4147
"Tainan Spinning Co., Ltd.",21.6,TAI:1440
TAISEI Corp.,29.8,TKS:1801
"Taisei Lamick Co., Ltd.",26.0,TKS:4994
"Taishin Financial Holdings Co., Ltd.",23.6,TAI:2887
"Taisho Pharmaceutical Holdings Co., Ltd.",34.6,TKS:4581
"Taisun Enterprise Co., Ltd.",26.0,TAI:1218
Taiwan Business Bank,19.9,TAI:2834
Taiwan Cement Corp.,25.8,TAI:1101
Taiwan Cogeneration Corp.,33.3,TAI:8926
"Taiwan Cooperative Financial Holding Co., Ltd.",22.4,TAI:5880
"Taiwan FamilyMart Co., Ltd.",17.3,ROCO:5903
"Taiwan Fertilizer Co., Ltd.",36.2,TAI:1722
Taiwan Glass Industry Corp.,25.0,TAI:1802
Taiwan High Speed Rail Corp.,18.6,TAI:2633
"Taiwan Hon Chuan Enterprise Co., Ltd.",14.9,TAI:9939
Taiwan Mask Corp.,20.8,TAI:2338
"Taiwan Mobile Co., Ltd.",21.8,TAI:3045
"Taiwan Paiho Co., Ltd.",20.0,TAI:9938
"Taiwan PCB Techvest Co., Ltd.",21.6,TAI:8213
Taiwan Sakura Corp.,22.9,TAI:9911
"Taiwan Secom Co., Ltd.",19.2,TAI:9917
"Taiwan Semiconductor Co., Ltd.",35.6,ROCO:5425
"Taiwan Semiconductor Manufacturing Co., Ltd.",14.6,TAI:2330
"Taiwan Shin Kong Security Co., Ltd.",17.3,TAI:9925
Taiwan Styrene Monomer Corp.,26.5,TAI:1310
Taiwan Surface Mounting Technology Corp.,14.1,TAI:6278
Taiwan Tea Corp.,11.1,TAI:2913
Taiwan Union Technology Corp.,20.0,ROCO:6274
Taiwan-Asia Semiconductor Corp.,18.8,TAI:2340
Taiyen Biotech Co. Ltd.,31.1,TAI:1737
"Taiyo Holdings Co., Ltd.",37.5,TKS:4626
"Taiyo Yuden Co., Ltd.",18.3,TKS:6976
Takamatsu Construction Group Co. Ltd.,40.9,TKS:1762
"Takamiya Co., Ltd.",30.3,TKS:2445
"Takaoka Toko Co., Ltd.",26.2,TKS:6617
"Takara Bio, Inc.",25.2,TKS:4974
"Takara Holdings, Inc.",23.0,TKS:2531
Takara Leben Real Estate Investment Corp.,17.2,TKS:3492
"TAKARA STANDARD CO., LTD.",35.7,TKS:7981
Takasago International Corp.,29.7,TKS:4914
"Takasago Thermal Engineering Co., Ltd.",22.1,TKS:1969
"Takashimaya Co., Ltd.",20.8,TKS:8233
Takatori Corp.,37.6,TKS:6338
"Take-Two Interactive Software, Inc.",15.4,NAS:TTWO
"Takeda Pharmaceutical Co., Ltd.",22.5,TKS:4502
"Takeuchi Mfg. Co., Ltd.",25.4,TKS:6432
"Taki Chemical Co., Ltd.",32.7,TKS:4025
TAKKT AG,16.8,ETR:TTK
"TAKUMA CO., LTD.",27.2,TKS:6013
TAL Education Group,18.4,NYS:TAL
Talaat Moustafa Group Holding,27.4,CAI:TMGH
Talanx AG,15.3,ETR:TLX
"Talaris Therapeutics, Inc.",34.1,-
Talenom Oyj,26.5,HEL:TNOM
Talgo SA,24.3,MCE:TLGO
Taliworks Corp. Bhd.,32.0,KLS:8524
"Talkweb Information System Co., Ltd.",32.1,SHE:002261
"Talos Energy, Inc.",31.2,NYS:TALO
"Tama Home Co., Ltd.",27.1,TKS:1419
Tamarack Valley Energy Ltd.,44.8,TSE:TVE
Tamburi Investment Partners SpA,32.0,MIL:TIP
"Tamron Co., Ltd.",17.9,TKS:7740
Tamura Corp.,23.3,TKS:6768
"Tandem Diabetes Care, Inc.",35.3,NAS:TNDM
"Tanger Factory Outlet Centers, Inc.",14.4,NYS:SKT
"Tango Therapeutics, Inc.",29.6,NAS:TNGX
"Tangrenshen Group Co., Ltd.",55.1,SHE:002567
Tangshan Jidong Cement Co. Ltd.,41.6,SHE:000401
"Tangshan Port Group Co., Ltd.",17.4,SHG:601000
"Tangshan Sanyou Chemical Industries Co., Ltd.",41.2,SHG:600409
Tanla Platforms Ltd.,24.8,BOM:532790
"TANSEISHA Co., Ltd.",23.9,TKS:9743
"Tanvex BioPharma, Inc.",30.6,TAI:6541
Taokaenoi Food & Marketing Public Co. Ltd.,39.4,BKK:TKN
"Tapestry, Inc.",14.8,NYS:TPR
Targa Resources Corp.,33.2,NYS:TRGP
Targa Resources Partners LP,29.6,OTC:TRGP5356788
Target Corp.,18.5,NYS:TGT
