GeoAreaCode,GeoAreaName,Goal 1,Goal 2,Goal 3,Goal 4,Goal 5,Goal 6,Goal 7,Goal 8,Goal 9,Goal 10,Goal 11,Goal 12,Goal 13,Goal 14,Goal 15,Goal 16,Goal 17
300,Greece,26.42857142857143 %,55.208333333333336 %,74.67948717948717 %,48.73015873015872 %,20.833333333333336 %,67.5 %,60 %,83.33333333333334 %,83.92857142857143 %,55.092592592592595 %,5.555555555555555 %,47.04545454545455 %,5 %,56.15384615384615 %,55.714285714285715 %,24.393939393939387 %,43.888888888888886 %
304,Greenland,7.142857142857142 %,9.583333333333332 %,5.769230769230769 %,0 %,0 %,18.45238095238095 %,30 %,12.5 %,23.214285714285715 %,13.88888888888889 %,5.555555555555555 %,4.545454545454546 %,0 %,21.538461538461537 %,32.916666666666664 %,9.848484848484848 %,20.208333333333332 %
308,Grenada,9.523809523809524 %,33.75 %,56.282051282051285 %,34.904761904761905 %,15.277777777777779 %,54.37499999999999 %,100 %,33.33333333333333 %,32.8125 %,37.083333333333336 %,5.555555555555555 %,23.636363636363637 %,0 %,26.153846153846157 %,49.345238095238095 %,20.138888888888886 %,67.28395061728395 %
312,Guadeloupe,7.142857142857142 %,5.416666666666667 %,3.8461538461538463 %,0 %,0 %,24.166666666666664 %,20 %,0 %,0 %,2.5 %,5.555555555555555 %,13.18181818181818 %,0 %,15.384615384615383 %,34.58333333333333 %,2.083333333333333 %,9.444444444444445 %
316,Guam,7.142857142857142 %,13.333333333333334 %,5.384615384615384 %,0 %,0 %,24.166666666666664 %,50 %,18.75 %,9.895833333333332 %,17.5 %,5.555555555555555 %,18.181818181818183 %,0 %,12.307692307692308 %,27.083333333333332 %,0 %,22.037037037037038 %
320,Guatemala,39.88095238095238 %,55.833333333333336 %,75.38461538461537 %,39 %,41.66666666666667 %,66.04166666666667 %,100 %,51.041666666666664 %,76.5625 %,45.83333333333333 %,36.11111111111111 %,37.272727272727266 %,16.666666666666668 %,46.15384615384615 %,53.095238095238095 %,26.52777777777778 %,73.91975308641976 %
831,Guernsey,0 %,0 %,0 %,0 %,0 %,7.142857142857142 %,20 %,0 %,9.523809523809524 %,0 %,5.555555555555555 %,9.090909090909092 %,0 %,12.307692307692308 %,22.916666666666664 %,3.03030303030303 %,2.083333333333333 %
324,Guinea,16.666666666666668 %,56.25 %,67.3076923076923 %,37.61904761904762 %,15.277777777777779 %,55.625 %,100 %,54.166666666666664 %,32.8125 %,44.58333333333333 %,16.666666666666664 %,35.45454545454545 %,0 %,25.384615384615383 %,59.04761904761905 %,22.083333333333332 %,68.17901234567901 %
624,Guinea-Bissau,27.61904761904762 %,48.75000000000001 %,71.79487179487178 %,15.666666666666668 %,4.166666666666666 %,59.06249999999999 %,100 %,41.66666666666667 %,32.8125 %,30.833333333333336 %,25.864197530864196 %,26.36363636363636 %,6 %,25.384615384615383 %,51.01190476190476 %,19.212962962962962 %,58.45679012345679 %
328,Guyana,16.666666666666668 %,37.083333333333336 %,75.38461538461537 %,27.666666666666668 %,6.944444444444445 %,56.458333333333336 %,100 %,55.208333333333336 %,51.5625 %,33.333333333333336 %,16.666666666666664 %,35.45454545454545 %,0 %,36.15384615384615 %,54.88095238095237 %,23.05555555555555 %,62.0679012345679 %
332,Haiti,17.85714285714286 %,50.416666666666664 %,63.20512820512819 %,15.666666666666668 %,2.7777777777777777 %,53.541666666666664 %,100 %,33.33333333333333 %,60.9375 %,35.833333333333336 %,16.666666666666664 %,32.72727272727273 %,0 %,25.384615384615383 %,57.38095238095238 %,19.212962962962962 %,58.54938271604938 %
334,Heard Island and McDonald Islands,0 %,0 %,0 %,0 %,0 %,5.714285714285714 %,0 %,0 %,0 %,11.11111111111111 %,0 %,0 %,0 %,11.538461538461538 %,26.805555555555554 %,0 %,0 %
336,Holy See,0 %,0 %,3.8461538461538463 %,18.148148148148145 %,0 %,5.714285714285714 %,0 %,0 %,0 %,2.7777777777777777 %,5.555555555555555 %,0.9090909090909092 %,0 %,0 %,24.166666666666668 %,3.787878787878787 %,8.333333333333332 %
340,Honduras,43.33333333333333 %,51.66666666666667 %,67.6923076923077 %,43.19047619047619 %,22.22222222222222 %,76.45833333333334 %,100 %,64.58333333333334 %,79.6875 %,57.08333333333333 %,20.37037037037037 %,35.45454545454545 %,6.666666666666667 %,55.38461538461539 %,50.71428571428571 %,27.22222222222222 %,73.91975308641976 %
348,Hungary,37.02380952380952 %,48.95833333333333 %,75.64102564102562 %,55.820105820105816 %,22.22222222222222 %,75.83333333333331 %,60 %,83.33333333333334 %,82.14285714285714 %,56.481481481481474 %,17.222222222222218 %,47.5 %,15.88888888888889 %,20 %,61.42857142857142 %,19.848484848484844 %,45.34722222222222 %
352,Iceland,28.809523809523807 %,41.458333333333336 %,73.71794871794872 %,47.248677248677254 %,22.22222222222222 %,56.785714285714285 %,60 %,79.16666666666666 %,83.92857142857143 %,50.92592592592592 %,5.555555555555555 %,46.590909090909086 %,5 %,65.38461538461539 %,50.71428571428571 %,13.83838383838384 %,57.013888888888886 %
356,India,38.8095238095238 %,52.083333333333336 %,74.74358974358975 %,54 %,23.61111111111111 %,60.3125 %,100 %,67.70833333333334 %,82.8125 %,50.83333333333333 %,27.59259259259259 %,46.590909090909086 %,14.666666666666666 %,56.15384615384615 %,61.42857142857142 %,28.148148148148145 %,71.51234567901236 %
360,Indonesia,48.214285714285715 %,68.75000000000001 %,86.92307692307692 %,57.47619047619048 %,18.055555555555554 %,66.04166666666667 %,100 %,68.75 %,76.5625 %,45.83333333333333 %,38.58024691358025 %,44.772727272727266 %,16.666666666666668 %,46.15384615384615 %,59.04761904761905 %,26.52777777777778 %,71.41975308641976 %
364,Iran (Islamic Republic of),29.761904761904763 %,46.25 %,77.94871794871796 %,63.0952380952381 %,30.555555555555557 %,67.60416666666667 %,100 %,42.70833333333333 %,82.8125 %,43.33333333333333 %,11.11111111111111 %,32.42424242424242 %,0 %,35.38461538461538 %,50.71428571428571 %,11.111111111111112 %,63.27160493827161 %
368,Iraq,20.595238095238095 %,42.5 %,73.2051282051282 %,15.666666666666668 %,15.277777777777779 %,70.52083333333333 %,100 %,46.875 %,73.4375 %,43.33333333333333 %,20.74074074074074 %,35.68181818181818 %,3.9999999999999996 %,21.538461538461537 %,61.42857142857142 %,16.25 %,62.80864197530865 %
372,Ireland,44.523809523809526 %,48.95833333333333 %,76.6025641025641 %,47.98941798941799 %,33.33333333333333 %,68.69047619047618 %,60 %,70.83333333333334 %,83.92857142857143 %,50.92592592592592 %,39.44444444444444 %,50.53030303030304 %,20.999999999999996 %,46.15384615384615 %,50.71428571428571 %,18.08080808080808 %,48.05555555555556 %
833,Isle of Man,8.333333333333334 %,0 %,3.8461538461538463 %,0 %,0 %,30.95238095238095 %,30 %,0 %,0 %,0 %,5.555555555555555 %,9.090909090909092 %,0 %,10 %,31.25 %,5.303030303030303 %,2.7083333333333335 %
376,Israel,17.857142857142858 %,54.79166666666667 %,71.02564102564102 %,44.70899470899471 %,33.33333333333333 %,54.4047619047619 %,60 %,62.5 %,76.78571428571429 %,70.37037037037037 %,25.555555555555554 %,34.77272727272727 %,5 %,16.153846153846153 %,42.38095238095238 %,24.646464646464647 %,44.201388888888886 %
380,Italy,29.761904761904763 %,53.125 %,73.71794871794872 %,55.820105820105816 %,22.22222222222222 %,61.54761904761904 %,60 %,79.16666666666666 %,83.92857142857143 %,63.42592592592592 %,7.777777777777778 %,49.166666666666664 %,9 %,66.15384615384615 %,59.76190476190476 %,20.757575757575754 %,43.888888888888886 %
388,Jamaica,20.833333333333332 %,48.333333333333336 %,73.2051282051282 %,57.666666666666664 %,27.77777777777778 %,51.24999999999999 %,100 %,59.375 %,64.0625 %,33.333333333333336 %,8.333333333333332 %,36.13636363636364 %,3.3333333333333335 %,46.15384615384615 %,61.42857142857142 %,23.611111111111107 %,72.1604938271605 %
392,Japan,25.238095238095244 %,56.25 %,78.71794871794873 %,21.322751322751323 %,44.44444444444444 %,62.976190476190474 %,60 %,68.75 %,83.92857142857143 %,32.870370370370374 %,32.407407407407405 %,38.71212121212121 %,20.999999999999996 %,56.15384615384615 %,53.095238095238095 %,21.01010101010101 %,52.63888888888888 %
832,Jersey,0 %,0 %,0 %,0 %,0 %,7.142857142857142 %,20 %,0 %,9.523809523809524 %,0 %,5.555555555555555 %,9.090909090909092 %,0 %,11.538461538461538 %,21.25 %,3.03030303030303 %,2.083333333333333 %
400,Jordan,35.714285714285715 %,35 %,67.17948717948718 %,57.38095238095238 %,33.33333333333333 %,75.72916666666666 %,100 %,68.75 %,73.4375 %,42.08333333333334 %,34.5679012345679 %,47.27272727272727 %,16.666666666666668 %,0.7692307692307693 %,58.0952380952381 %,23.19444444444444 %,72.80864197530865 %
398,Kazakhstan,57.73809523809524 %,48.229166666666664 %,78.58974358974359 %,55.285714285714285 %,29.166666666666668 %,70.52083333333333 %,100 %,63.541666666666664 %,81.25 %,57.91666666666667 %,36.11111111111111 %,49.31818181818181 %,21.66666666666667 %,1.9230769230769231 %,59.04761904761905 %,24.907407407407405 %,71.51234567901236 %
404,Kenya,31.190476190476186 %,58.333333333333336 %,80.76923076923077 %,32.666666666666664 %,37.5 %,70.20833333333334 %,100 %,42.70833333333333 %,60.9375 %,51.90476190476191 %,31.419753086419753 %,36.36363636363637 %,6 %,36.92307692307693 %,50.71428571428571 %,23.19444444444444 %,74.4753086419753 %
296,Kiribati,20.833333333333332 %,46.25 %,63.97435897435897 %,37 %,6.944444444444445 %,46.5625 %,100 %,39.58333333333333 %,39.0625 %,25.833333333333336 %,18.82716049382716 %,34.54545454545455 %,16.666666666666668 %,15.384615384615383 %,37.67857142857143 %,11.111111111111112 %,63.827160493827165 %
414,Kuwait,20.833333333333332 %,36.66666666666667 %,67.17948717948718 %,45.33333333333333 %,18.055555555555554 %,40.104166666666664 %,80 %,31.25 %,73.4375 %,46.904761904761905 %,18.82716049382716 %,47.04545454545455 %,16.666666666666668 %,36.15384615384615 %,35.29761904761905 %,20.69444444444444 %,49.84567901234567 %
417,Kyrgyzstan,50.595238095238095 %,54.16666666666667 %,77.30769230769229 %,48.38095238095238 %,18.055555555555554 %,65.3125 %,100 %,55.208333333333336 %,68.75 %,53.333333333333336 %,36.11111111111111 %,37.5 %,16.666666666666668 %,0 %,59.04761904761905 %,25.416666666666664 %,71.88271604938272 %
418,Lao People's Democratic Republic,19.047619047619047 %,52.5 %,74.74358974358974 %,38.42857142857142 %,5.555555555555555 %,70.52083333333333 %,100 %,56.25 %,68.75 %,33.333333333333336 %,16.666666666666664 %,32.42424242424242 %,0 %,0 %,49.047619047619044 %,19.444444444444446 %,69.38271604938272 %
428,Latvia,32.38095238095238 %,52.708333333333336 %,81.4102564102564 %,61.32275132275132 %,22.22222222222222 %,68.69047619047618 %,60 %,75 %,83.92857142857143 %,55.092592592592595 %,5.555555555555555 %,41.439393939393945 %,5 %,45.38461538461539 %,42.38095238095238 %,20.858585858585858 %,38.05555555555556 %
422,Lebanon,30.357142857142854 %,47.91666666666667 %,69.35897435897435 %,24.047619047619044 %,15.277777777777779 %,63.541666666666664 %,90 %,45.83333333333333 %,60.9375 %,45.83333333333333 %,24.074074074074073 %,35.45454545454545 %,16.666666666666668 %,35.38461538461538 %,58.0952380952381 %,21.805555555555557 %,69.4753086419753 %
426,Lesotho,19.047619047619047 %,53.75000000000001 %,67.05128205128203 %,32 %,15.277777777777779 %,78.64583333333334 %,100 %,33.33333333333333 %,31.25 %,43.33333333333333 %,16.666666666666664 %,35.45454545454545 %,0 %,0 %,59.345238095238095 %,15.277777777777777 %,70.77160493827161 %
430,Liberia,26.190476190476193 %,42.91666666666667 %,69.61538461538463 %,46.95238095238095 %,15.277777777777779 %,52.29166666666667 %,100 %,51.041666666666664 %,32.8125 %,35.833333333333336 %,32.71604938271605 %,26.36363636363636 %,13.333333333333334 %,15.384615384615383 %,58.0952380952381 %,23.84259259259259 %,59.6604938271605 %
434,Libya,9.523809523809524 %,41.66666666666667 %,55.89743589743589 %,10 %,4.166666666666666 %,47.604166666666664 %,90 %,33.33333333333333 %,60.9375 %,33.333333333333336 %,5.555555555555555 %,35.45454545454545 %,0 %,15.384615384615383 %,56.01190476190476 %,15.277777777777777 %,44.382716049382715 %
438,Liechtenstein,8.333333333333334 %,0 %,7.6923076923076925 %,6.296296296296296 %,5.555555555555555 %,49.4047619047619 %,30 %,12.5 %,21.428571428571427 %,17.59259259259259 %,11.11111111111111 %,38.86363636363637 %,5 %,0 %,39.82142857142857 %,7.828282828282827 %,18.541666666666668 %
440,Lithuania,38.92857142857143 %,55.208333333333336 %,73.71794871794872 %,61.32275132275132 %,33.33333333333333 %,74.04761904761904 %,60 %,79.16666666666666 %,83.92857142857143 %,55.092592592592595 %,19.814814814814813 %,41.439393939393945 %,21.66666666666667 %,45.38461538461539 %,53.095238095238095 %,22.626262626262626 %,44.30555555555556 %
442,Luxembourg,21.547619047619047 %,47.708333333333336 %,73.71794871794872 %,48.73015873015872 %,22.22222222222222 %,60.11904761904761 %,60 %,75 %,82.14285714285714 %,50.92592592592592 %,19.166666666666668 %,47.5 %,6.999999999999999 %,20 %,43.214285714285715 %,17.575757575757574 %,48.68055555555555 %
450,Madagascar,22.857142857142858 %,56.25 %,83.97435897435896 %,42.61904761904762 %,15.277777777777779 %,78.02083333333334 %,100 %,41.66666666666667 %,73.4375 %,45.83333333333333 %,25.864197530864196 %,35.45454545454545 %,6 %,55.38461538461539 %,59.76190476190476 %,21.250000000000004 %,74.84567901234568 %
454,Malawi,48.21428571428571 %,70.83333333333334 %,84.6153846153846 %,31.95238095238095 %,33.33333333333333 %,70.52083333333333 %,100 %,64.58333333333334 %,46.875 %,55.833333333333336 %,35.64814814814815 %,35.45454545454545 %,16.666666666666668 %,25.96153846153846 %,59.76190476190476 %,17.361111111111107 %,72.1604938271605 %
458,Malaysia,48.095238095238095 %,54.166666666666664 %,82.43589743589743 %,52.666666666666664 %,27.77777777777778 %,63.4375 %,100 %,67.70833333333334 %,89.0625 %,61.904761904761905 %,28.549382716049386 %,50.68181818181819 %,16.666666666666668 %,46.15384615384615 %,61.42857142857142 %,32.08333333333333 %,65.8641975308642 %
462,Maldives,26.42857142857143 %,40 %,67.82051282051282 %,51.23809523809524 %,11.11111111111111 %,44.791666666666664 %,100 %,56.25 %,54.6875 %,50.83333333333333 %,18.148148148148145 %,35.45454545454545 %,2.6666666666666665 %,46.15384615384615 %,39.345238095238095 %,19.444444444444446 %,70.9567901234568 %
466,Mali,32.73809523809524 %,64.58333333333334 %,83.97435897435896 %,33.333333333333336 %,5.555555555555555 %,62.70833333333334 %,100 %,51.041666666666664 %,46.875 %,35.833333333333336 %,17.77777777777778 %,35.45454545454545 %,1.9999999999999998 %,25 %,53.214285714285715 %,15.833333333333336 %,72.53086419753086 %
470,Malta,30 %,47.5 %,72.75641025641025 %,59.1005291005291 %,19.444444444444446 %,52.976190476190474 %,60 %,66.66666666666666 %,83.92857142857143 %,48.148148148148145 %,5.555555555555555 %,47.04545454545455 %,5 %,46.15384615384615 %,32.67857142857143 %,15.454545454545453 %,36.80555555555556 %
584,Marshall Islands,22.023809523809526 %,22.916666666666668 %,35.128205128205124 %,36.333333333333336 %,5.555555555555555 %,39.791666666666664 %,100 %,33.33333333333333 %,27.604166666666668 %,25.833333333333336 %,23.148148148148152 %,26.36363636363636 %,16.666666666666668 %,22.30769230769231 %,36.96428571428571 %,14.351851851851851 %,48.827160493827165 %
474,Martinique,7.142857142857142 %,5.416666666666667 %,3.8461538461538463 %,0 %,0 %,24.166666666666664 %,20 %,8.333333333333332 %,4.166666666666666 %,2.5 %,5.555555555555555 %,23.18181818181818 %,0 %,15.384615384615383 %,36.666666666666664 %,0 %,9.444444444444445 %
478,Mauritania,16.666666666666668 %,55.833333333333336 %,75.64102564102562 %,33.38095238095238 %,4.166666666666666 %,53.541666666666664 %,100 %,42.70833333333333 %,39.0625 %,34.583333333333336 %,16.666666666666664 %,26.36363636363636 %,0 %,15.384615384615383 %,59.04761904761905 %,16.666666666666664 %,66.69753086419755 %
480,Mauritius,16.666666666666668 %,63.33333333333333 %,75.38461538461537 %,52.666666666666664 %,30.555555555555557 %,43.4375 %,100 %,71.875 %,76.5625 %,42.08333333333333 %,13.333333333333334 %,40.68181818181818 %,0 %,46.15384615384615 %,59.345238095238095 %,21.944444444444443 %,72.71604938271605 %
175,Mayotte,7.142857142857142 %,0 %,5.384615384615384 %,0 %,0 %,24.166666666666664 %,20 %,0 %,4.166666666666666 %,12.5 %,5.555555555555555 %,9.090909090909092 %,0 %,11.538461538461538 %,31.66666666666667 %,0 %,9.444444444444445 %
484,Mexico,59.404761904761905 %,70.83333333333334 %,84.99999999999999 %,65.85714285714286 %,19.444444444444446 %,78.02083333333334 %,100 %,68.75 %,82.8125 %,62.083333333333336 %,48.33333333333333 %,44.54545454545455 %,16.666666666666668 %,56.15384615384615 %,57.26190476190476 %,38.10185185185185 %,72.1604938271605 %
583,Micronesia (Federated States of),23.80952380952381 %,16.666666666666664 %,53.07692307692308 %,34.238095238095234 %,4.166666666666666 %,23.958333333333336 %,100 %,29.166666666666668 %,20.3125 %,32.97619047619048 %,20.370370370370374 %,25.454545454545453 %,16.666666666666668 %,24.615384615384617 %,45.29761904761905 %,15.046296296296296 %,39.38271604938272 %
492,Monaco,19.642857142857142 %,4.166666666666666 %,21.153846153846153 %,29.259259259259256 %,4.166666666666666 %,45.83333333333333 %,20 %,12.5 %,23.214285714285715 %,2.7777777777777777 %,25 %,27.954545454545453 %,21.66666666666667 %,1.5384615384615385 %,28.92857142857143 %,5.555555555555555 %,18.645833333333332 %
496,Mongolia,52.023809523809526 %,63.020833333333336 %,73.2051282051282 %,52.666666666666664 %,33.33333333333333 %,70.52083333333333 %,100 %,75 %,71.875 %,40.833333333333336 %,30.185185185185187 %,35.68181818181818 %,15.999999999999998 %,0 %,61.42857142857142 %,24.72222222222222 %,73.4567901234568 %
499,Montenegro,43.0952380952381 %,48.958333333333336 %,67.94871794871794 %,47.98941798941799 %,19.444444444444446 %,73.45238095238095 %,80 %,46.875 %,73.21428571428571 %,45.37037037037037 %,31.790123456790127 %,29.015151515151512 %,12.22222222222222 %,35.38461538461538 %,61.42857142857142 %,13.484848484848486 %,49.40972222222222 %
500,Montserrat,7.142857142857142 %,11.666666666666666 %,19.48717948717949 %,34.904761904761905 %,0 %,22.916666666666664 %,60 %,25 %,24.479166666666664 %,25.833333333333336 %,5.555555555555555 %,31.818181818181817 %,0 %,21.538461538461537 %,39.58333333333333 %,2.083333333333333 %,32.407407407407405 %
504,Morocco,23.452380952380956 %,64.58333333333334 %,63.20512820512819 %,55.333333333333336 %,27.77777777777778 %,72.60416666666666 %,100 %,55.208333333333336 %,60.9375 %,35.833333333333336 %,26.944444444444443 %,44.54545454545455 %,9.333333333333332 %,46.15384615384615 %,59.04761904761905 %,22.824074074074073 %,71.23456790123457 %
508,Mozambique,32.73809523809524 %,55.833333333333336 %,74.74358974358974 %,26.333333333333332 %,15.277777777777779 %,53.541666666666664 %,100 %,45.83333333333333 %,60.9375 %,45.83333333333333 %,22.22222222222222 %,35.45454545454545 %,6.666666666666667 %,26.153846153846157 %,50.71428571428571 %,19.166666666666664 %,73.08641975308642 %
104,Myanmar,46.9047619047619 %,56.25 %,78.58974358974359 %,51.23809523809524 %,9.722222222222223 %,70.20833333333333 %,100 %,72.91666666666666 %,85.9375 %,45.83333333333333 %,34.29012345679012 %,35.22727272727273 %,15.333333333333332 %,45.38461538461539 %,53.095238095238095 %,29.07407407407407 %,75.40123456790124 %
516,Namibia,27.976190476190478 %,56.25 %,64.74358974358974 %,43.42857142857143 %,19.444444444444446 %,58.54166666666667 %,100 %,67.70833333333334 %,64.0625 %,43.33333333333333 %,34.876543209876544 %,35.45454545454545 %,16.666666666666668 %,45.38461538461539 %,61.42857142857142 %,22.499999999999996 %,66.79012345679013 %
520,Nauru,18.928571428571427 %,22.916666666666668 %,33.84615384615385 %,24.238095238095237 %,4.166666666666666 %,22.291666666666664 %,100 %,16.666666666666664 %,35.9375 %,25.833333333333336 %,18.086419753086417 %,25.454545454545453 %,15.333333333333332 %,31.538461538461537 %,36.96428571428571 %,10.416666666666668 %,42.65432098765432 %
524,Nepal,37.5 %,53.75 %,84.74358974358975 %,43.33333333333333 %,27.77777777777778 %,69.27083333333333 %,100 %,46.875 %,59.375 %,44.58333333333333 %,36.11111111111111 %,35.68181818181818 %,16.666666666666668 %,12.5 %,59.04761904761905 %,23.05555555555555 %,77.43827160493827 %
528,Netherlands (Kingdom of the),39.523809523809526 %,55.208333333333336 %,69.87179487179486 %,55.079365079365076 %,33.33333333333333 %,60.11904761904761 %,60 %,79.16666666666666 %,83.92857142857143 %,71.56084656084656 %,16.203703703703706 %,50.53030303030304 %,11.666666666666666 %,66.15384615384615 %,42.38095238095238 %,31.212121212121207 %,47.43055555555556 %
530,Netherlands Antilles  [former],0 %,0 %,0 %,0 %,0 %,0 %,0 %,1.3888888888888888 %,0 %,0 %,0 %,1.515151515151515 %,0 %,0 %,0 %,0 %,0 %
540,New Caledonia,7.142857142857142 %,16.666666666666664 %,1.5384615384615385 %,10.666666666666666 %,1.3888888888888888 %,24.166666666666664 %,90 %,31.25 %,26.5625 %,17.5 %,5.555555555555555 %,22.727272727272727 %,0 %,11.538461538461538 %,32.916666666666664 %,4.166666666666666 %,29.907407407407405 %
